"","Title","Genres","Review Rating"
"1746","13 Score (2014)","Horror",8.4
"1747","Kfc (2017)","Horror",5.2
"1748","Ümmü Sibyan: Zifir (2014)","Horror",2.8
"1749","Alienween (2016)","Horror",5.1
"1750","Exeter (2014)","Horror",5.7
"1751","Edward Lee's the Bighead (2013)","Horror",6.2
"1752","Azazil: Dügüm (2014)","Horror",3.3
"1753","6-5=2 (2014)","Horror",5
"1754","Montrak (2017)","Horror",7
"1755","The Pick-Axe Murders Part III: The Final Chapter (2014)","Horror",5.1
"1756","Beautiful People (2014)","Horror",4.4
"1757","Mr D's No Thing Tales (2015)","Horror",1.8
"1758","Killer Ink (2016)","Horror",5.9
"1759","7th Day (2013)","Horror",5.2
"1760","Golpo Holeo Shotti (2014)","Horror",6.3
"1761","The Final Exit Movie (2017)","Horror",6.8
"1762","Cannibal Cop (2017)","Horror",6.8
"1763","Cross Bearer (2013)","Horror",3.3
"1764","Chilling Visions: 5 States of Fear (2014)","Horror",5.8
"1765","Devil's Backbone, Texas (2015)","Horror",4.1
"1766","Christmas with the Dead (2012)","Horror",6.2
"1767","Loss of Life (2013)","Horror",4.5
"1768","Bhangarh: The Last Episode (2017)","Horror",7
"1769","Zombiefied (2012)","Horror",4.3
"1770","Kutukan arwah santet (2012)","Horror",6
"1771","Jungle Trap (2016)","Horror",5.2
"1772","Maya 3D (2016)","Horror",7.5
"1773","All Sinner's Night (2014)","Horror",1.9
"1774","Silent Hill Internal Prison (2014)","Horror",5
"1775","Creepy Clowns (2016)","Horror",7.1
"1776","Penanggal: The Curse of the Malayan Vampire (2013)","Horror",4.3
"1777","Dark Shade Creek (2012)","Horror",3.8
"1778","Talk to the Dead (2013)","Horror",5.6
"1779","9-9-81 (2012)","Horror",5.5
"1780","Elemento (2016)","Horror",5.7
"1781","Third Eye (2014)","Horror",4.1
"1782","Séance (2006)","Horror",4.7
"1783","Rumah Malaikat (2016)","Horror",6.5
"1784","The Other One (2017)","Horror",2.8
"1785","The Puppet (2013)","Horror",4.8
"1786","Halloween: Harvest of Souls 1985 (2013)","Horror",7.1
"1787","Bloody Muscle Body Builder in Hell (2012)","Horror",6.7
"1788","Horror Stories 2 (2013)","Horror",5.5
"1789","All Saints Eve (2015)","Horror",3.7
"1790","Escóndete (2013)","Horror",6.7
"1791","666: Kreepy Kerry (2014)","Horror",2.9
"1792","Dead of the Nite (2013)","Horror",2.9
"1793","Sky Harbor (2015)","Horror",7.2
"1794","Fazbear's Fright: The Fan Film (2017)","Horror",8.1
"1795","The Warning (2015)","Horror",4.7
"1796","The Crypt (2014)","Horror",3.8
"1797","Ghost Coins (2014)","Horror",5.9
"1798","The Cook (2013)","Horror",4.2
"1799","H Project (2013)","Horror",4.8
"1800","Bring Back the Dead (2015)","Horror",6.4
"1801","Necronos (2010)","Horror",3.8
"1802","P.O.V. - A Cursed Film (2012)","Horror",5.8
"1803","Red Sword (2012)","Horror",6.8
"1804","Tragic Theater (2015)","Horror",3.2
"1805","Greatful Dead (2013)","Horror",6.5
"1806","Roadside Massacre (2012)","Horror",2.7
"1807","The Crypt (2009)","Horror",3.4
"1808","Demon (2013)","Horror",3.2
"1809","Feed the light (2014)","Horror",7.2
"1810","21 (2016)","Horror",8.2
"1811","Pwera usog (2017)","Horror",7.1
"1812","Bad Building (2015)","Horror",3
"1813","Paranormal Island (2014)","Horror",3.1
"1814","Darkness Wakes (2017)","Horror",5.2
"1815","Kud Krachak Krien (2017)","Horror",3.4
"1816","Make Me Shudder 3 (2015)","Horror",4.9
"1817","Juego Siniestro (2017)","Horror",4.2
"1818","FPS: First Person Shooter (2014)","Horror",4.2
"1819","The Acid Sorcerer (2017)","Horror",6
"1820","A Rain Woman (2016)","Horror",1.2
"1821","The Plague 2: Biohazard Blood (2017)","Horror",9.1
"1822","The 5th Kind (2017)","Horror",4.2
"1823","Mania (2015)","Horror",5
"1824","Petak Umpet Minako (2017)","Horror",4.6
"1825","Scary Tales (2014)","Horror",5.6
"1826","Hellmouth (2014)","Horror",5.4
"1827","Are You Here (2015)","Horror",4.9
"1828","3 Wicked Witches (2014)","Horror",4.4
"1829","Day of the Mummy (2014)","Horror",2.5
"1830","Radioactive Flesh Eating Foliage (2015)","Horror",6.8
"1831","Resureksyon (2015)","Horror",7.2
"1832","This Book Is Cursed (2017)","Horror",4
"1833","Bigfoot Vs. Zombies (2016)","Horror",2.3
"1834","Almost Mercy (2015)","Horror",6.1
"1835","Countrycide (2017)","Horror",1
"1836","Christmas Slay (2015)","Horror",3.5
"1837","The Raking (2017)","Horror",3.3
"1838","Exorcism of the 7th Demon (2017)","Horror",2.2
"1839","Terrortory (2016)","Horror",4
"1840","Blood (2010)","Horror",5.2
"1841","Arkham Sanitarium: Soul Eater (2014)","Horror",2.2
"1842","Vampires: Lucas Rising (2014)","Horror",5
"1843","Barrio Tales (2012)","Horror",4
"1844","Lost After Dark (2015)","Horror",4.8
"1845","Dead Souls (2012)","Horror",4.5
"1846","#1 Serial Killer (2013)","Horror",6
"1847","The Mirror (2014)","Horror",4.3
"1848","Frankenstein vs. The Mummy (2015)","Horror",3.9
"1849","Come Out and Play (2012)","Horror",4.7
"1850","Model Hunger (2016)","Horror",5.4
"1851","Kingdom Come (2014)","Horror",4.3
"1852","Terror of Dracula (2012)","Horror",3.9
"1853","House of Horrors: Gates of Hell (2012)","Horror",4.9
"1854","The Inerasable (2015)","Horror",6.1
"1855","Bombshell Bloodbath (2014)","Horror",3.9
"1856","Voodoo Rising (2016)","Horror",2.5
"1857","Corpse Party: Book of Shadows (2016)","Horror",5
"1858","Last Summer (2013)","Horror",5.9
"1859","Face of the Devil (2014)","Horror",3.1
"1860","The Last Vampyre on Earth (2013)","Horror",4.5
"1861","Reel Evil (2012)","Horror",3.5
"1862","The Second Sight (2013)","Horror",5.1
"1863","Phantasmagoria (2017)","Horror",8.2
"1864","Teniente Gimo (2016)","Horror",9.1
"1865","Dismembering Christmas (2015)","Horror",4.3
"1866","The Devil's Hour (2016)","Horror",8.6
"1867","Deccal 2 (2017)","Horror",4.4
"1868","Her Name Was Torment (2014)","Horror",7.1
"1869","Stormhouse (2011)","Horror",4.2
"1870","Operation: Nazi Zombies (2003)","Horror",2.4
"1871","Evil Ed Special EDition (2015)","Horror",6.8
"1872","Dark Sea (2013)","Horror",5.5
"1873","Dilim (2014)","Horror",5.4
"1874","Deccal (2015)","Horror",3.1
"1875","60 Seconds 2 Die: 60 Seconds to Die 2 (2016)","Horror",8.2
"1876","The Portal (2017)","Horror",4.2
"1877","666 the Devil's Child (2014)","Horror",3.6
"1878","Midnight Man (2013)","Horror",6.5
"1879","Cementerio General (2013)","Horror",3.7
"1880","Black Christmas: The Night Billy Came Home (2016)","Horror",6.3
"1881","Murder University (2012)","Horror",4.4
"1882","SantaClaus: A Horror Story (2016)","Horror",4.7
"1883","The House of Him (2014)","Horror",5.4
"1884","Monster: The Prehistoric Project (2015)","Horror",2
"1885","Black Eyed Children: Let Me In (2015)","Horror",3
"1886","Media Studies (2017)","Horror",4.6
"1887","Creep Van (2012)","Horror",4
"1888","Bigfoot vs. D.B. Cooper (2014)","Horror",2.5
"1889","60 Seconds to Die (2016)","Horror",6.8
"1890","407 Dark Flight 3D (2012)","Horror",4.2
"1891","Hell Mountain (2016)","Horror",9.2
"1892","Reel (2015)","Horror",7.5
"1893","The Hospital (2013)","Horror",2.7
"1894","Mangkukulob (2012)","Horror",5.6
"1895","Inside: A Chinese Horror Story (2017)","Horror",4.9
"1896","Exorcism (2014)","Horror",2.8
"1897","Alamet-i Kiyamet (2016)","Horror",7
"1898","Dead Nude Girls (2013)","Horror",6.8
"1899","3 A.M. 3D (2012)","Horror",5.5
"1900","Dabbe: Cin Çarpmasi (2013)","Horror",7.1
"1901","The Mitchell Tapes (2010)","Horror",4.9
"1902","Hollows Grove (2014)","Horror",5
"1903","The Last House on Cemetery Lane (2015)","Horror",3.5
"1904","Chupacabra Territory (2016)","Horror",6.8
"1905","Inside the Whore (2012)","Horror",2.1
"1906","The Summoning (2014)","Horror",3.2
"1907","Beg (2011)","Horror",5.3
"1908","Chasing the Devil (2014)","Horror",5
"1909","The Black Gloves (2017)","Horror",6.9
"1910","Bloodline (2013)","Horror",3.8
"1911","Baby Blues (2013)","Horror",3.8
"1912","Death's Door (2015)","Horror",5.3
"1913","Scary Tales: Last Stop (2015)","Horror",5.4
"1914","La cueva (2014)","Horror",5.7
"1915","Take Me Home (2016)","Horror",5.7
"1916","Bong of the Living Dead (2017)","Horror",9.4
"1917","6 Degrees of Hell (2012)","Horror",2.6
"1918","The Thirteenth (2017)","Horror",9.4
"1919","Lipstick (2013)","Horror",3.8
"1920","Vile Prey (2016)","Horror",8.8
"1921","Black Eve (2010)","Horror",4.1
"1922","She Rises (2016)","Horror",6.6
"1923","Siccin 3: Cürmü Ask (2016)","Horror",7.4
"1924","Community (2012)","Horror",4.3
"1925","Ju-on: The Final Curse (2015)","Horror",4.5
"1926","The Blind King (2016)","Horror",3.1
"1927","Bleeding Hearts (2015)","Horror",4.3
"1928","Witchcraft 14: Angel of Death (2016)","Horror",3.3
"1929","ZK: Elephant's Graveyard (2015)","Horror",2.8
"1930","Unwanted (2017)","Horror",3.7
"1931","Seizure (2016)","Horror",5.9
"1932","Night Claws (2012)","Horror",2.5
"1933","Hack House (2017)","Horror",4.5
"1934","100 Ghost Street: The Return of Richard Speck (2012)","Horror",4
"1935","Caught (2017)","Horror",7.8
"1936","Vampire Boys 2: The New Brood (2013)","Horror",2.1
"1937","Devil's Night (2015)","Horror",7.7
"1938","The Last House (2015)","Horror",3
"1939","Trace (2015)","Horror",3.4
"1940","Violent Shit: The Movie (2015)","Horror",2.3
"1941","Camp Killer (2016)","Horror",6.2
"1942","Strange Blood (2015)","Horror",3.1
"1943","Live Evil (2015)","Horror",3.6
"1944","The Faith Community (2017)","Horror",6.9
"1945","The Hexecutioners (2015)","Horror",4.2
"1946","3 Dead Trick or Treaters (2016)","Horror",7.9
"1947","Bikini Swamp Girl Massacre (2014)","Horror",3.9
"1948","The Void (2016)","Horror",4.3
"1949","Gutterballs 2: Balls Deep (2015)","Horror",7.1
"1950","Archivo 253 (2015)","Horror",4
"1951","Hold Your Breath (2012)","Horror",3.2
"1952","The Last Witch (2015)","Horror",6.6
"1953","When the Devil Comes (2017)","Horror",5.8
"1954","American Mummy (2014)","Horror",2.8
"1955","Alone (2015)","Horror",3.7
"1956","Ju-on: The Beginning of the End (2014)","Horror",5.3
"1957","The Devil in Me (2012)","Horror",4.2
"1958","Clown Kill (2016)","Horror",3.6
"1959","Ghosthunters (2016)","Horror",3.1
"1960","Living Dark: The Story of Ted the Caver (2013)","Horror",5.5
"1961","Children of the Night (2014)","Horror",5.1
"1962","Breeding Farm (2013)","Horror",3.9
"1963","Anando Brahma (2017)","Horror",7.1
"1964","Ritual (2013)","Horror",3.8
"1965","Rape Zombie: Lust of the Dead (2012)","Horror",3.9
"1966","House of Salem (2016)","Horror",5.3
"1967","Hypothermia (2010)","Horror",4
"1968","Kakaka Aabathin Ariguri (2017)","Horror",3.2
"1969","12/12/12 (2012)","Horror",1.8
"1970","The Everglades Killings (2016)","Horror",3.6
"1971","Vampariah (2016)","Horror",7
"1972","Isis Rising: Curse of the Lady Mummy (2013)","Horror",1.8
"1973","The Entity (2015)","Horror",4.4
"1974","Sorority Slaughterhouse (2016)","Horror",3.3
"1975","Night of a 1000 Hours (2016)","Horror",6.4
"1976","Stitch (2014)","Horror",3.3
"1977","Shadows of the Dead (2016)","Horror",4.4
"1978","Siccin 4 (2017)","Horror",7.4
"1979","Night of the Living Dead (2014)","Horror",5.8
"1980","Red Eye (2017)","Horror",7
"1981","The Lost Episode (2012)","Horror",2.5
"1982","Killjoy's Psycho Circus (2016)","Horror",5.9
"1983","Fun Size Horror: Volume One (2015)","Horror",4.6
"1984","Flesh of the Void (2017)","Horror",9.5
"1985","Scary or Die (2012)","Horror",4
"1986","My Little Sister (2016)","Horror",4.7
"1987","Night of the Living 3D Dead (2013)","Horror",7.6
"1988","Bite School (2015)","Horror",6.1
"1989","Forsaken (2016)","Horror",2.1
"1990","Night of the Living Dead: Resurrection (2012)","Horror",2.7
"1991","Theta States (2017)","Horror",8.2
"1992","Dollface (2014)","Horror",3.4
"1993","Antisocial 2 (2015)","Horror",4.9
"1994","The Precipice Game (2016)","Horror",4.6
"1995","The Amityville Playhouse (2015)","Horror",1.9
"1996","The Girl with No Name (2017)","Horror",5.6
"1997","Mereka Yang Tak Terlihat (2017)","Horror",6.7
"1998","Killer Waves (2016)","Horror",4.1
"1999","Gnaw (2017)","Horror",8.6
"2000","The Lake on Clinton Road (2015)","Horror",2.4
"2001","Holy Terror (2017)","Horror",5.2
"2002","Sadako 3D (2012)","Horror",3.9
"2003","Rape Zombie: Lust of the Dead 5 (2014)","Horror",5.2
"2004","Lanet: Ervah Cinleri (2017)","Horror",4.2
"2005","An American Ghost Story (2012)","Horror",4.3
"2006","Fortune Cookie (2016)","Horror",5.1
"2007","Clawed (2017)","Horror",5.9
"2008","Magi (2016)","Horror",6.1
"2009","The Wake (2017)","Horror",2.6
"2010","Rape Zombie: Lust of the Dead 4 (2014)","Horror",5.7
"2011","The Domicile (2017)","Horror",2.7
"2012","Tom Holland's Twisted Tales (2014)","Horror",4.3
"2013","American Poltergeist (2016)","Horror",3.2
"2014","Pisasu (2014)","Horror",7.7
"2015","Cherry Tree (2015)","Horror",4.3
"2016","Dabbe (Dab6e) (2015)","Horror",6.1
"2017","Hansel vs. Gretel (2015)","Horror",2.9
"2018","Gnome Alone (2015)","Horror",3.4
"2019","Chilling Visions: 5 Senses of Fear (2013)","Horror",5
"2020","Creeper (2012)","Horror",5
"2021","Cry of Fear (2015)","Horror",7
"2022","Cell 213 (2011)","Horror",5
"2023","Bear Creek (2017)","Horror",5
"2024","Toad Road (2012)","Horror",5.1
"2025","American Guinea Pig: Bouquet of Guts and Gore (2014)","Horror",4.4
"2026","The Midnight Man (2016)","Horror",5.8
"2027","616: Paranormal Incident (2013)","Horror",2.8
"2028","HoneyBee (2016)","Horror",7.1
"2029","Asmodexia (2014)","Horror",4.7
"2030","Director's Cut (2016)","Horror",6
"2031","Dark Circles (2013)","Horror",5.1
"2032","Hide and Never Seek (2016)","Horror",3.9
"2033","Adam K (2017)","Horror",5.2
"2034","Comedown (2012)","Horror",4.7
"2035","13/13/13 (2013)","Horror",4.4
"2036","The Attic (2017)","Horror",3.2
"2037","The Amityville Asylum (2013)","Horror",2.9
"2038","Impossible Horror (2017)","Horror",5.9
"2039","The Penny Dreadful Picture Show (2013)","Horror",5.1
"2040","Atrocious (2015)","Horror",5.9
"2041","Over Your Dead Body (2014)","Horror",6.2
"2042","Bornless Ones (2016)","Horror",4.7
"2043","Walking Dead in the West (2016)","Horror",2.9
"2044","Krampus Unleashed (2016)","Horror",2.4
"2045","Devil's Domain (2016)","Horror",3.4
"2046","Halloween: The Night HE Came Back (2016)","Horror",6.9
"2047","Die Präsenz (2014)","Horror",4.1
"2048","The Fappening (2015)","Horror",7.1
"2049","Ouija Summoning (2015)","Horror",3.1
"2050","The Profane Exhibit (2013)","Horror",3.4
"2051","American Exorcism (2017)","Horror",2.8
"2052","Ballad in Blood (2016)","Horror",3.7
"2053","White Slaves of K-Town (2017)","Horror",6.2
"2054","The Basement (2017)","Horror",3.3
"2055","Blood Glacier (2013)","Horror",5.4
"2056","Barbarous Mexico (2014)","Horror",5
"2057","Do You See Me (2017)","Horror",9.1
"2058","Lizzie Borden's Revenge (2013)","Horror",2.2
"2059","Macabre (2009)","Horror",6.4
"2060","Family Possessions (2016)","Horror",9
"2061","Raju Gari Gadhi (2015)","Horror",5.3
"2062","Mon Mon Mon Monsters (2017)","Horror",5.2
"2063","Lake Nowhere (2014)","Horror",6.7
"2064","The Facility (2012)","Horror",4.8
"2065","House of Evil (2017)","Horror",3.5
"2066","Curse of the Witching Tree (2015)","Horror",4.8
"2067","The Demented (2013)","Horror",3.9
"2068","Dances with Werewolves (2016)","Horror",7.5
"2069","Sleepaway Camp IV: The Survivor (2012)","Horror",1.7
"2070","Shhhh (2017)","Horror",5.5
"2071","VooDoo (2017)","Horror",5.6
"2072","Hallows' Eve (2014)","Horror",3.3
"2073","Darker Than Night (2014)","Horror",4.2
"2074","All Hallows' Eve 2 (2015)","Horror",4.9
"2075","American Poltergeist 3 (2015)","Horror",7
"2076","Sweet Home (2015)","Horror",5.2
"2077","Heidi (2014)","Horror",4.7
"2078","The Collection (2012)","Horror",6.1
"2079","12 Deaths of Christmas (2017)","Horror",4.2
"2080","Vile (2011)","Horror",5
"2081","The Curse of Robert the Doll (2016)","Horror",4.3
"2082","The Ouija Experiment 2: Theatre of Death (2015)","Horror",1.9
"2083","Locked Away (2017)","Horror",5.9
"2084","Bethany (2017)","Horror",4.7
"2085","All the Boys Love Mandy Lane (2006)","Horror",5.6
"2086","Fear of Silent Hill (2016)","Horror",4.8
"2087","Halloween Tales (2017)","Horror",2.7
"2088","Seed 2 (2014)","Horror",2.2
"2089","Asylum of Darkness (2017)","Horror",3.3
"2090","Villmark 2 (2015)","Horror",5.8
"2091","Strange Events (2017)","Horror",4.9
"2092","The Mummy Resurrected (2014)","Horror",1.9
"2093","Plank Face (2016)","Horror",6.1
"2094","Mischief Night (2014)","Horror",4.8
"2095","Headless (2015)","Horror",5.2
"2096","Adult Babies (2017)","Horror",5
"2097","Redwood (2017)","Horror",5.8
"2098","sxtape (2013)","Horror",3.3
"2099","Ruqyah: The Exorcism (2017)","Horror",2.8
"2100","Islamic Exorcist (2017)","Horror",7.2
"2101","Under the Bed (2012)","Horror",4.6
"2102","Axeman 2: Overkill (2017)","Horror",6.2
"2103","7 Below (2012)","Horror",3.2
"2104","Condemned (2015)","Horror",3.6
"2105","The Haunting of Whaley House (2012)","Horror",3.9
"2106","Playing with Dolls (2015)","Horror",2.4
"2107","Knucklebones (2016)","Horror",3.8
"2108","Beach Massacre at Kill Devil Hills (2016)","Horror",4.1
"2109","2 Jennifer (2016)","Horror",2.7
"2110","Old 37 (2015)","Horror",4
"2111","Truth or Dare (2013)","Horror",5.2
"2112","Sacrilege (2017)","Horror",3.2
"2113","Hagazussa: A Heathen's Curse (2017)","Horror",6.6
"2114","Plan Z (2016)","Horror",3.9
"2115","Edgar Allan Poe's Lighthouse Keeper (2016)","Horror",5.6
"2116","Altar (2016)","Horror",3.9
"2117","Lady of Csejte (2015)","Horror",3.7
"2118","When the Lights Went Out (2012)","Horror",5.4
"2119","American Conjuring (2016)","Horror",2.4
"2120","Dracula Reborn (2015)","Horror",1.9
"2121","The Duplex (2015)","Horror",2.9
"2122","Playing with Dolls: Bloodlust (2016)","Horror",2.4
"2123","Danur: I Can See Ghosts (2017)","Horror",5.8
"2124","Applecart (2017)","Horror",5.8
"2125","Scent (2014)","Horror",4.8
"2126","No Vacancy (2012)","Horror",4.2
"2127","The Theatre Bizarre (2011)","Horror",5.2
"2128","Steelmanville Road (2017)","Horror",4.3
"2129","No Tell Motel (2012)","Horror",3.5
"2130","Siccîn (2014)","Horror",6.4
"2131","Krampus: The Reckoning (2015)","Horror",2.3
"2132","All Through the House (2015)","Horror",4.8
"2133","Donner Pass (2011)","Horror",4.6
"2134","BnB HELL (2017)","Horror",7.8
"2135","Bonehill Road (2017)","Horror",9.8
"2136","Habit (2017)","Horror",7.1
"2137","Amityville Exorcism (2017)","Horror",1.5
"2138","The Exorcism of Anna Ecklund (2016)","Horror",2.7
"2139","Fear Clinic (2014)","Horror",5.2
"2140","Grave Encounters 2 (2012)","Horror",5.1
"2141","Spook Bridge (2017)","Horror",3.7
"2142","Darkness Rising (2017)","Horror",3.3
"2143","American Poltergeist (2015)","Horror",2.3
"2144","Indigenous (2014)","Horror",5.3
"2145","Muck (2015)","Horror",2.6
"2146","The Witching (2016)","Horror",3.9
"2147","The Sleep Curse (2017)","Horror",6.2
"2148","The Innocents (2015)","Horror",5.2
"2149","Robert and the Toymaker (2017)","Horror",4.8
"2150","Apartment 1303 3D (2012)","Horror",2.6
"2151","Always Watching: A Marble Hornets Story (2015)","Horror",4.8
"2152","Shark Exorcist (2015)","Horror",1.5
"2153","The Night Before (2017)","Horror",6.5
"2154","At the Devil's Door (2014)","Horror",4.8
"2155","Pitchfork (2016)","Horror",3
"2156","The Covenant (2017)","Horror",3.3
"2157","Frankenstein's Army (2013)","Horror",5.3
"2158","House on Elm Lake (2017)","Horror",3.1
"2159","Legion (2016)","Horror",8.3
"2160","Little Dead Rotting Hood (2016)","Horror",3.6
"2161","The Ouija Experiment (2013)","Horror",3.3
"2162","Scare Campaign (2016)","Horror",5.9
"2163","Child of Satan (2017)","Horror",2.1
"2164","FirstBorn (2016)","Horror",4.9
"2165","Anarchy Parlor (2015)","Horror",4.7
"2166","The Possession of Michael King (2014)","Horror",5.7
"2167","Psychopaths (2017)","Horror",4.4
"2168","Nekromantik 2 (1991)","Horror",5.4
"2169","Wolf Creek 2 (2013)","Horror",6.1
"2170","Nocturne (2016)","Horror",4.7
"2171","Circus Kane (2017)","Horror",4.5
"2172","Ghosts of Darkness (2017)","Horror",4.7
"2173","Machhli Jal Ki Rani Hai (2014)","Horror",4.4
"2174","Some Kind of Hate (2015)","Horror",4.5
"2175","Summer Camp (2015)","Horror",5.1
"2176","Dead Shack (2017)","Horror",6.5
"2177","Wtf! (2017)","Horror",4
"2178","Halloween Pussy Trap Kill Kill (2017)","Horror",3.6
"2179","The Bunny Game (2011)","Horror",3.5
"2180","Blood Feast (2016)","Horror",8.2
"2181","Jeruzalem (2015)","Horror",4.7
"2182","Bed of the Dead (2016)","Horror",4.8
"2183","The Blackburn Asylum (2015)","Horror",3.9
"2184","Peelers (2016)","Horror",4.4
"2185","Dead Story (2017)","Horror",5
"2186","Halloween: The Return of Laurie Strode (2017)","Horror",9.1
"2187","Vampyres (2015)","Horror",3.3
"2188","Nothing Left to Fear (2013)","Horror",4.4
"2189","The Evil in Us (2016)","Horror",5.7
"2190","Restoration (2016)","Horror",4
"2191","The Atticus Institute (2015)","Horror",5.5
"2192","Child Eater (2016)","Horror",5.2
"2193","Halloween Awakening: The Legacy of Michael Myers (2012)","Horror",5.9
"2194","Patrick (2013)","Horror",4.9
"2195","The Bunnyman Massacre (2014)","Horror",4.1
"2196","The Barrens (2012)","Horror",4.6
"2197","Bastard (2015)","Horror",4.6
"2198","Thanatomorphose (2012)","Horror",4.7
"2199","The Lodgers (2017)","Horror",6.3
"2200","Dark Touch (2013)","Horror",4.8
"2201","Dr. Jekyll and Mr. Hyde (2017)","Horror",7.2
"2202","The Axe Murders of Villisca (2016)","Horror",4.2
"2203","The Barn (2016)","Horror",5.9
"2204","Don't Fuck in the Woods (2016)","Horror",2.6
"2205","Tonight She Comes (2016)","Horror",3.9
"2206","The Wicked Within (2015)","Horror",4.6
"2207","Anna (2017)","Horror",4.9
"2208","The Forgotten (2014)","Horror",5.2
"2209","Sadako vs. Kayako (2016)","Horror",5.2
"2210","Resurrection (2015)","Horror",5.3
"2211","Revelator (2017)","Horror",8.1
"2212","Horror Story (2013)","Horror",4.7
"2213","Lake Alice (2017)","Horror",4.3
"2214","The Amityville Terror (2016)","Horror",3.1
"2215","Robert (2015)","Horror",3.2
"2216","The Evil Within (2017)","Horror",5.6
"2217","Escape Room (2017)","Horror",4.4
"2218","Lycan (2017)","Horror",4.2
"2219","We Are Still Here (2015)","Horror",5.7
"2220","Cabin 28 (2017)","Horror",3.7
"2221","The Cabin in the Woods (2012)","Horror",7
"2222","Charlie Charlie (2016)","Horror",5.1
"2223","See No Evil 2 (2014)","Horror",4.8
"2224","Paranormal Activity: The Ghost Dimension (2015)","Horror",4.6
"2225","Dementia 13 (2017)","Horror",6.1
"2226","Bite (2015)","Horror",4.9
"2227","The Ritual (2017)","Horror",6.3
"2228","The Devil's Toy Box (2017)","Horror",4.2
"2229","XX (2017)","Horror",4.6
"2230","Lake Bodom (2016)","Horror",5.2
"2231","Ragini MMS 2 (2014)","Horror",3.9
"2232","Satanic (2016)","Horror",3.7
"2233","The Cured (2017)","Horror",5.4
"2234","Paranormal Activity 4 (2012)","Horror",4.6
"2235","Final Prayer (2013)","Horror",5.7
"2236","Patient Seven (2016)","Horror",4.9
"2237","The Houses October Built 2 (2017)","Horror",4.3
"2238","The Innkeepers (2011)","Horror",5.5
"2239","Demons (2017)","Horror",3.6
"2240","Wrong Turn 6: Last Resort (2014)","Horror",4.3
"2241","Bunnyman Vengeance (2017)","Horror",3.6
"2242","The Sandman (2017)","Horror",6.1
"2243","No estamos solos (2016)","Horror",4.5
"2244","Cabin Fever (2016)","Horror",3.7
"2245","Maniac (2012)","Horror",6.1
"2246","The Devil Inside (2012)","Horror",4.2
"2247","The Hallow (2015)","Horror",5.7
"2248","Let Her Out (2016)","Horror",4.3
"2249","Most Likely to Die (2015)","Horror",4
"2250","Unhinged (2017)","Horror",4.4
"2251","Lights Out (2016)","Horror",6.4
"2252","Gremlin (2017)","Horror",4
"2253","Holidays (2016)","Horror",5.1
"2254","SiREN (2016)","Horror",5.4
"2255","Deadgirl (2008)","Horror",5.7
"2256","Would You Rather (2012)","Horror",5.8
"2257","Clowntergeist (2017)","Horror",3.1
"2258","The Other Side of the Door (2016)","Horror",5.3
"2259","Veronica (2017)","Horror",6.9
"2260","Don't Knock Twice (2016)","Horror",5.2
"2261","Late Phases (2014)","Horror",6
"2262","Nails (2017)","Horror",5.1
"2263","The House of the Devil (2009)","Horror",6.4
"2264","Antibirth (2016)","Horror",4.8
"2265","The Exorcism of Molly Hartley (2015)","Horror",4.6
"2266","Talon Falls (2017)","Horror",4.6
"2267","Alleluia! The Devil's Carnival (2016)","Horror| Musical",7
"2268","The Devil's Carnival (2012)","Horror| Musical",6.5
"2269","Blind Sun (2015)","Horror| Mystery",5.6
"2270","Apostle of Dracula (2012)","Horror| Mystery",5.5
"2271","Miss Christina (2013)","Horror| Mystery",6.9
"2272","Last Bus (2016)","Horror| Mystery",7
"2273","Territorial Behavior (2015)","Horror| Mystery",5.6
"2274","Panzer Chocolate (2013)","Horror| Mystery",4.3
"2275","Head Cases: Serial Killers in the Delaware Valley (2013)","Horror| Mystery",4.3
"2276","The Death of April (2012)","Horror| Mystery",4.9
"2277","Candie's Harem (2015)","Horror| Mystery",8.3
"2278","A Night in the Woods (2011)","Horror| Mystery",3.7
"2279","Spirit in the Woods (2014)","Horror| Mystery",5.3
"2280","Hüddam (2015)","Horror| Mystery",5.5
"2281","The Red Man (2016)","Horror| Mystery",6.1
"2282","The Girl in the Cornfield (2016)","Horror| Mystery",4.3
"2283","Midnight Hair (2014)","Horror| Mystery",5.3
"2284","Hi5teria (2012)","Horror| Mystery",6.9
"2285","The Sleepless (2012)","Horror| Mystery",6
"2286","Maligno (2016)","Horror| Mystery",6.7
"2287","Savage High (2015)","Horror| Mystery",8.1
"2288","Classroom 6 (2015)","Horror| Mystery",3.6
"2289","The Museum Project (2016)","Horror| Mystery",5.5
"2290","Another (2012)","Horror| Mystery",6
"2291","1974: La posesión de Altair (2016)","Horror| Mystery",5.7
"2292","The Crescent (2017)","Horror| Mystery",6.7
"2293","Garden of Hedon (2011)","Horror| Mystery",4.9
"2294","Altar (2014)","Horror| Mystery",5.7
"2295","The Yearly Harvest (2017)","Horror| Mystery",4.9
"2296","Apocalypse Cult (2014)","Horror| Mystery",4.7
"2297","Found Footage (2012)","Horror| Mystery",5.7
"2298","Fallen Soldiers (2015)","Horror| Mystery",4.4
"2299","Blood Lust (2016)","Horror| Mystery",2.7
"2300","The Triangle (2016)","Horror| Mystery",4.9
"2301","Soulmate (2013)","Horror| Mystery",5.1
"2302","Rorschach (2015)","Horror| Mystery",5.8
"2303","Night of the Templar (2013)","Horror| Mystery",6.6
